City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
247,Iralaya,15.0,-83.2333,79.97000000000006,80,76,5.11,HN,1627101579
248,Kidal,18.4411,1.4078,82.67000000000006,57,87,8.22,ML,1627101867
249,Praia,14.9215,-23.5087,75.74000000000002,69,75,3.09,CV,1627101867
250,Nome,64.5011,-165.4064,55.16600000000001,76,90,7.72,US,1627101868
251,Pedernales,18.0384,-71.744,81.266,69,5,2.37,DO,1627101868
252,Chumikan,54.7183,135.315,60.47600000000009,90,93,4.73,RU,1627101868
253,Hecun,36.5333,114.1111,85.28000000000004,67,20,4.2,CN,1627101869
254,Thompson,55.7435,-97.8558,57.36200000000006,94,40,3.6,CA,1627101308
255,Stara Zagora,42.4328,25.6419,75.61400000000003,46,20,1.66,BG,1627101841
256,Bengkulu,-3.8004,102.2655,84.7760000000001,64,82,2.67,ID,1627101787
257,Hong Kong,22.2855,114.1577,94.24400000000007,77,5,0.45,HK,1627101159
258,Krasnyye Barrikady,46.2045,47.8535,77.0,61,0,4.0,RU,1627101870
259,Acaraú,-2.8856,-40.12,77.14400000000008,82,43,5.86,BR,1627101660
260,Comodoro Rivadavia,-45.8667,-67.5,44.45600000000003,53,0,9.26,AR,1627101870
261,Cabedelo,-6.9811,-34.8339,70.46600000000001,81,1,7.15,BR,1627101871
262,Tombouctou,20.0,-3.0,86.45,41,23,2.45,ML,1627101871
263,Hambantota,6.1241,81.1185,84.542,84,75,8.23,LK,1627101695
264,Timizart,36.8,4.2667,83.01200000000006,31,1,3.1,DZ,1627101872
265,North Bend,43.4065,-124.2243,60.872000000000035,82,1,10.29,US,1627101654
266,Banda Aceh,5.5577,95.3222,87.47600000000008,66,99,6.74,ID,1627101745
267,Sola,-13.8833,167.55,80.88800000000005,73,51,6.59,VU,1627101872
268,Sur,22.5667,59.5289,93.95600000000003,51,87,4.31,OM,1627101873
269,Nicoya,10.1483,-85.452,72.95,93,100,1.59,CR,1627101873
270,Constitución,-35.3333,-72.4167,50.18000000000004,88,78,2.95,CL,1627101689
271,North Platte,41.1239,-100.7654,80.99600000000005,64,1,3.09,US,1627101874
272,Alice,27.7523,-98.0697,82.31000000000009,92,1,4.63,US,1627101874
273,Dunedin,-45.8742,170.5036,50.81000000000008,68,11,7.15,NZ,1627101875
274,Iqaluit,63.7506,-68.5145,47.93000000000004,76,75,1.34,CA,1627101165
275,Sangīn,32.0728,64.8359,97.358,18,7,3.44,AF,1627101875
276,Kilrush,52.6397,-9.4833,58.748000000000026,94,66,2.64,IE,1627101876
277,Sheregesh,52.9209,87.9869,77.558,58,58,0.83,RU,1627101876
278,San Patricio,28.017,-97.5169,84.092,83,0,5.89,US,1627101876
279,Kirakira,-10.4544,161.9205,83.73200000000001,75,38,3.19,SB,1627101877
280,São Filipe,14.8961,-24.4956,73.47200000000004,74,10,4.27,CV,1627101877
281,Port-Gentil,-0.7193,8.7815,74.76800000000009,78,100,3.92,GA,1627101877
282,Egvekinot,66.3167,-179.1667,47.570000000000064,89,100,2.58,RU,1627101878
283,Ganzhou,28.8184,115.4327,88.50200000000008,61,47,7.42,CN,1627101878
284,Benjamin Constant,-4.3831,-70.0311,75.32600000000009,78,69,0.58,BR,1627101878
285,Kalmunai,7.4167,81.8167,90.06800000000008,49,81,3.06,LK,1627101879
286,Qasigiannguit,68.8193,-51.1922,46.65200000000008,82,100,3.58,GL,1627101879
287,Adrar,20.5022,-10.0711,84.70400000000005,25,46,3.73,MR,1627101798
288,Tra Vinh,9.9347,106.3453,91.81400000000004,51,79,6.53,VN,1627101880
289,Sittwe,20.15,92.9,84.99199999999999,80,99,5.93,MM,1627101880
290,Khovd,48.0056,91.6419,82.67000000000006,23,5,0.25,MN,1627101799
291,Bathsheba,13.2167,-59.5167,81.21200000000006,83,75,6.17,BB,1627101880
292,Inhambane,-23.865,35.3833,61.17800000000007,76,82,5.32,MZ,1627101881
293,Verkhnyaya Toyma,62.2349,44.9985,49.280000000000044,69,33,3.51,RU,1627101881
294,Ancud,-41.8697,-73.8203,35.13200000000002,83,1,3.5,CL,1627101861
295,Sharjah city,25.3573,55.4033,100.56200000000005,33,0,4.63,AE,1627101806
296,Oksovskiy,62.6062,39.8984,52.088000000000044,53,100,3.07,RU,1627101882
297,Noumea,-22.2763,166.4572,80.58200000000002,81,12,3.18,NC,1627101883
298,Havøysund,70.9963,24.6622,47.28200000000002,97,100,11.51,NO,1627101883
299,Kaili,-3.4626,120.2147,76.60400000000006,60,99,1.95,ID,1627101883
300,Smolenka,52.1352,113.4974,66.27200000000003,68,75,2.0,RU,1627101884
301,Teguise,29.0605,-13.564,68.21600000000001,78,0,11.32,ES,1627101884
302,Pointe Michel,15.25,-61.3833,79.28600000000007,86,82,5.94,DM,1627101884
303,Maryanskaya,45.1044,38.6395,71.15,84,4,1.38,RU,1627101885
304,Dori,14.0354,-0.0345,78.674,70,93,5.74,BF,1627101885
305,Tautira,-17.7333,-149.15,78.81800000000008,66,3,3.6,PF,1627101885
306,San Cristobal,7.7669,-72.225,65.82200000000003,98,90,1.46,VE,1627101886
307,Chapais,49.7834,-74.8492,55.18399999999999,72,29,1.43,CA,1627101886
308,Brigantine,39.4101,-74.3646,73.99400000000007,88,20,0.0,US,1627101886
309,Oktyabr'skoye,43.0645,44.7417,62.74400000000007,100,100,4.0,RU,1627101887
310,Abu Samrah,35.3029,37.1841,77.54000000000002,63,0,4.03,SY,1627101887
311,Burgstädt,50.9167,12.8167,65.066,91,16,1.58,DE,1627101888
312,Hithadhoo,-0.6,73.0833,81.266,73,70,0.97,MV,1627101445
313,Kahului,20.8947,-156.47,80.61800000000008,80,40,10.29,US,1627101625
314,São João da Barra,-21.6403,-41.0511,66.07400000000001,72,16,2.33,BR,1627101888
315,Prince Rupert,54.3161,-130.3201,55.49000000000002,94,90,3.09,CA,1627101682
316,Casper,42.8666,-106.3131,72.71600000000001,31,1,2.24,US,1627101625
317,Mokhsogollokh,61.4681,128.9203,60.08000000000004,97,100,4.67,RU,1627101889
318,Haines Junction,60.7522,-137.5108,60.74600000000005,51,38,6.17,CA,1627101889
319,Oistins,13.0667,-59.5333,80.69000000000003,83,75,6.17,BB,1627101816
320,Lompoc,34.6391,-120.4579,65.10200000000007,90,90,2.06,US,1627101890
321,Vestmannaeyjar,63.4427,-20.2734,53.27600000000009,98,100,7.12,IS,1627101890
322,Lüderitz,-26.6481,15.1594,60.944000000000074,26,12,8.06,,1627101891
